START Bottom Left of O, white marble square across from path, outer ring
END STARTING COORDINATE
42.29318132, -71.26443808
42.29328151, -71.26437103
42.29334004, -71.26437639
42.29340105, -71.26436164
42.29346355, -71.26433146
42.29352158, -71.26429123
42.29357863, -71.26423893
42.29362575, -71.26418394
42.29367039, -71.26411420
42.29370752, -71.26403946
42.29373679, -71.26396167
42.29376258, -71.26387852
42.29377845, -71.26379202
42.29374621, -71.26360360
42.29370256, -71.26354794
42.29364949, -71.26351307
42.29358997, -71.26350771
42.29352952, -71.26352479
42.29347595, -71.26354692
42.29342089, -71.26358648
42.29334104, -71.26365957
42.29328102, -71.26373870
42.29323935, -71.26380977
42.29320364, -71.26388756
42.29317834, -71.26396534
42.29315751, -71.26405318
42.29315007, -71.26413566
42.29316297, -71.26429727
42.29318132, -71.26443808 
